"","Intercept","Competitive.rescale","Complexity.rescale","CWMBranching.rescale","CWMBrooding.rescale","CWMFecundity.rescale","CWMMaxsize.rescale","Depth_m.rescale","Generalist.rescale","Habitat","Management","no_genera.rescale","Rao.rescale","StressTolerant.rescale","Weedy.rescale","df","logLik","AICc","delta","weight"
"2055",2.48630531895636,NA,0.228208422196788,-0.00968906231462675,NA,NA,NA,NA,NA,NA,NA,NA,-0.121797899452079,NA,NA,9,-49.4914976727621,118.207485141443,9.39598219117325,0.00105122598174103
"6147",2.48586528745704,NA,0.215672733849084,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.132502767168816,0.0302087600135637,NA,9,-49.5306829557901,118.285855707499,9.47435275722934,0.00101083002641251
"2147",2.5117676954752,NA,0.303285537954581,NA,NA,NA,-0.0957946033940501,-0.155623775454994,NA,NA,NA,NA,-0.106272738960249,NA,NA,10,-48.3992825467884,118.305414408645,9.49391145837603,0.00100099294375204
"2067",2.48655695370059,NA,0.229712556625294,NA,NA,0.00649908776179369,NA,NA,NA,NA,NA,NA,-0.122383421453199,NA,NA,9,-49.6182734952199,118.461036786358,9.64953383608891,0.000926057697698862
"132",2.510269186347,0.116047135445272,0.166447858725855,NA,NA,NA,NA,NA,0.0359043996151245,NA,NA,NA,NA,NA,NA,9,-49.629342875235,118.483175546388,9.67167259611911,0.00091586333983142
"577",2.50451945821863,NA,NA,NA,NA,NA,NA,-0.0490669189326232,NA,NA,"+",NA,NA,NA,NA,8,-50.7829650990332,118.538903171039,9.72740022077001,0.000890696150809787
"10243",2.48708506087181,NA,0.226820337128632,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.121028317885668,NA,0.00620451920734123,9,-49.6594026501257,118.54329509617,9.7317921459004,0.000888742361414969
"3075",2.48686951863013,NA,0.242018790784628,NA,NA,NA,NA,NA,NA,NA,NA,-0.0166051838481828,-0.114622389826245,NA,NA,9,-49.6782641208423,118.581018037603,9.76951508733369,0.000872136471443762
"12",2.51481129383441,0.125501749816784,0.179944682553728,NA,0.021680697811523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-49.7001802638596,118.624850323638,9.8133473733683,0.000853230533160058
"8705",2.48628915002255,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,0.0456230202631596,8,-50.835708475124,118.644389923221,9.83288697295161,0.000844935229384928
"8",2.51469724330555,0.114290132247926,0.189345708179481,0.017408521148532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-49.7250405714237,118.674570938766,9.86306798849655,0.000832280451399638
"2564",2.44683188651396,0.0595940211777168,0.19851035810205,NA,NA,NA,NA,NA,NA,NA,"+",NA,-0.0653640269687356,NA,NA,10,-48.5874290145941,118.681707344257,9.87020439398742,0.000829315998038595
"1028",2.51060911849805,0.110841837668444,0.212492097124263,NA,NA,NA,NA,NA,NA,NA,NA,-0.0353864913748869,NA,NA,NA,9,-49.7648489274175,118.754187650753,9.94268470048407,0.000799799530217513
"2049",2.55224390151899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0664161664467992,NA,NA,7,-52.0184728869005,118.78862362615,9.97712067588076,0.000786146468168496
"517",2.48661894378257,NA,NA,-0.0243728668173895,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,NA,8,-50.951374102298,118.875721177569,10.0642182272997,0.000752645509194166
"292",2.6655698826631,0.121238403053019,0.257652362538361,NA,NA,NA,-0.13262407683922,NA,NA,"+",NA,NA,NA,NA,NA,11,-47.5621183737457,118.944926402664,10.1334234523945,0.000727047442331925
"20",2.51351864681366,0.117275056541392,0.183830170167902,NA,NA,0.00398572689937646,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-49.8613342265322,118.947158248983,10.1356552987135,0.000726236565775087
"1155",2.48402828293789,NA,0.219512791397267,NA,NA,NA,NA,NA,0.156818307186286,NA,NA,-0.141789758412772,NA,NA,NA,9,-49.8736867409669,118.971863277852,10.1603603275828,0.000717320896943226
"8196",2.51328360837033,0.115096646626374,0.192904933776234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0106466426593973,9,-49.8873878909939,118.999265577906,10.1877626276369,0.000707559797557104
